WERKS,EBELN,EBELP,MATNR,MATKL,LIFNR,RKDST,MENGE,DELGE,MEINS,NETPR,PEINH,DRDAT,LEWED,SEDAT,LCWED,ITDAT,LOEKE,ELIKZ,EKNAM,EKRNR,BANFN,BNFPO,BELNR,BUZEI
US10,436641,6,98147568,MPLF,32519746,x,8,8,L,996,EUR,2023-06-20,2023-06-27,2023-06-27,2023-06-30,2023-06-30, ,x,37774575,11888297,1005830,1,7071667,1
IN10,237055,4,16177764,TPM1,30002348,,98,98,KG,4,EUR,2023-06-19,2023-06-20,2023-06-20,2023-06-26,2023-06-28, ,x,44679314,11444007,1005822,2,7005183,1
JP11,993259,3,54753968,PYTF,32952574,x,83,83,PCS,12,EUR,2023-06-23,2023-06-30,2023-07-07,2023-07-13,2023-07-13, ,x,53622145,68822615,1005852,2,7134028,1
JP11,993259,2,51088568,PYTF,78411205,x,78,80,PCS,234,EUR,2023-06-21,2023-06-27,2023-07-03,2023-07-07,2023-07-13, ,x,53622145,68822615,1005852,1,5288699,1
JP11,993259,1,69251696,UDF3,32519746,x,40,40,L,529,EUR,2023-06-22,2023-06-28,2023-06-28,2023-07-03,2023-07-03, ,x,53622145,68822615,1005845,1,8168793,2
JP11,445210,2,77128608,ZUFN,47017350,x,28,28,PCS,615,EUR,2023-06-21,2023-06-28,2023-06-28,2023-07-03,2023-07-03, ,x,27414385,22018185,1005861,2,8493433,1
JP11,445210,1,15353960,TPM1,30002348,,85,85,PCS,2,EUR,2023-06-20,2023-06-21,2023-06-22,2023-06-27,2023-06-30, ,x,27414385,22018185,1005799,3,8100073,3
JP11,977661,5,40378320,EDSA,73419740,x,92,92,PCS,605,EUR,2023-06-20,2023-06-26,2023-06-30,2023-07-06,2023-07-06, ,x,68930260,16272566,1005868,1,9048150,1
JP11,977661,4,78949416,ZUFN,53847241,x,7,7,PCS,991,EUR,2023-06-21,2023-06-28,2023-06-28,2023-07-03,2023-07-03, ,x,68930260,16272566,1005852,5,6887425,1
JP11,977661,3,15353960,TPM1,30002348,,2,3,PCS,2,EUR,2023-06-19,2023-06-20,2023-06-20,2023-06-26,2023-06-28, ,x,68930260,16272566,1005852,4,8100073,2
JP11,977661,1,98147568,MPLF,32519746,x,48,48,L,996,EUR,2023-06-20,2023-06-27,2023-06-27,2023-06-30,2023-06-30, ,x,68930260,16272566,1005828,1,8168793,1
US10,436641,7,37141432,EDSA,78411205,x,68,68,PCS,474,EUR,2023-06-20,2023-06-27,2023-06-27,2023-07-03,2023-07-03, ,x,37774575,11888297,1005846,1,6408347,2
JP11,708946,2,18608880,TPM1,30002348,,95,95,PCS,1,EUR,2023-06-19,2023-06-20,2023-06-20,2023-06-26,2023-06-28, ,x,10869462,19202035,1005769,1,8100073,1
US10,257037,6,13405872,TPM1,30003467,,12,12,PCS,3,EUR,2023-06-19,,,,,x,x,74151062,99404892,1005871,2,,
US10,257037,5,97625203,MPLF,38334498,x,9,9,KG,554,EUR,2023-06-21,2023-06-26,2023-06-26,2023-06-30,2023-06-30, ,x,74151062,99404892,1005867,2,7883134,1
US10,257037,4,88903632,MPLF,35101221,x,76,76,PCS,880,EUR,2023-06-20,2023-06-21,2023-06-21,2023-06-27,2023-06-27, ,x,74151062,99404892,1005849,1,7077683,1
US10,257037,3,11159536,TPM1,30003467,,37,37,PCS,1,EUR,2023-06-20,2023-06-20,2023-06-21,2023-06-27,2023-06-27, ,x,74151062,99404892,1005839,1,9005458,4
US10,257037,2,13505536,TPM1,30003467,,12,12,PCS,7,EUR,2023-06-21,2023-06-22,2023-06-23,2023-06-30,2023-06-30, ,x,74151062,99404892,1005830,2,9005458,3
US10,257037,1,86457056,MPLF,53847241,x,69,69,PCS,166,EUR,2023-06-22,2023-06-29,2023-06-29,2023-07-05,2023-07-05, ,x,74151062,99404892,1005826,1,5955114,1
US10,436641,11,22818912,COLA,50759436,x,55,55,KG,636,EUR,2023-06-19,2023-06-26,2023-06-26,2023-06-30,2023-06-30, ,x,37774575,11888297,1005867,1,8875380,2
US10,436641,10,16177764,TPM1,30002348,,27,27,KG,4,EUR,2023-06-19,2023-06-20,2023-06-20,2023-06-26,2023-06-28, ,x,37774575,11888297,1005863,1,9580884,1
US10,436641,9,74349496,UDF3,32519746,x,83,83,KG,341,EUR,,,,,, ,x,37774575,11888297,1005850,1,,
US10,618451,1,54836888,PYTF,32952574,x,10,10,PCS,389,EUR,2023-06-20,2023-06-23,2023-06-23,2023-06-28,2023-07-03, ,x,47304745,11650206,1005798,1,8994674,2
IN10,169355,3,89034752,MPLF,74997556,x,24,24,PCS,732,EUR,2023-06-22,2023-06-23,2023-06-23,2023-06-28,2023-06-28, ,x,93706871,27794877,1005875,1,7236210,1
JP11,993259,5,67221888,UDF3,34702906,x,63,63,KG,184,EUR,2023-06-23,2023-06-30,2023-06-30,2023-07-05,2023-07-05, ,x,53622145,68822615,1005868,3,7847577,1
IN10,169355,2,19297648,TPM1,30002348,,25,25,PCS,2,EUR,2023-06-23,2023-06-26,2023-06-27,2023-07-03,2023-07-03, ,x,93706871,27794877,1005858,3,7005183,5
IN10,407777,4,16177764,TPM1,30002348,,43,43,KG,4,EUR,2023-07-03,,,,,x,x,46321956,57122925,1005858,2,,
IN10,407777,2,78949416,ZUFN,53847241,x,14,14,PCS,995,EUR,2023-06-22,2023-06-29,2023-06-29,2023-07-05,2023-07-05, ,x,46321956,57122925,1005833,3,4949989,1
IN10,407777,1,28348643,ZELA,43088822,x,47,47,PCS,656,EUR,,,,,, ,x,46321956,57122925,1005832,1,,
IN10,921264,4,84480424,ZUFN,38334498,x,57,57,G,136,EUR,2023-06-19,2023-06-23,2023-06-23,2023-06-28,2023-06-28, ,x,20837115,36266286,1005881,4,7342284,1
IN10,921264,3,58890322,UDF3,34702906,x,6,11,PCS,813,EUR,2023-06-22,2023-06-28,2023-06-28,2023-07-04,2023-07-10, ,x,20837115,36266286,1005847,1,8649206,1
IN10,407777,3,16177764,TPM1,30002348,,50,50,KG,4,EUR,2023-06-21,2023-06-22,2023-06-22,2023-06-27,2023-06-30, ,x,46321956,57122925,1005851,1,7005183,3
IN10,921264,2,13505536,TPM1,30003467,,4,4,PCS,7,EUR,2023-06-21,2023-06-22,2023-06-23,2023-06-30,2023-06-30,x,x,20837115,36266286,1005811,3,6376312,1
IN10,407777,5,54753968,PYTF,32952574,x,63,63,PCS,13,EUR,2023-06-21,2023-06-28,2023-06-28,2023-07-03,2023-07-03, ,x,46321956,57122925,1005883,1,6370428,3
IN10,473724,1,32003616,ZELA,32952574,x,24,24,L,231,EUR,2023-06-21,2023-06-28,2023-06-28,2023-07-03,2023-07-03, ,x,18577068,87700938,1005833,2,6370428,1
US10,426726,1,24567712,COLA,35101221,x,55,55,PCS,689,EUR,2023-06-23,2023-06-29,2023-06-29,2023-07-05,2023-07-05, ,x,46553386,49077674,1005887,1,7077683,2
IN10,473724,2,54753968,PYTF,32952574,x,80,80,PCS,13,EUR,2023-06-19,2023-06-26,2023-06-26,2023-06-30,2023-07-06, ,x,18577068,87700938,1005858,1,6370428,2
IN10,921264,1,98151444,MPLF,43088822,x,34,34,PCS,951,EUR,2023-06-21,,,,,x,x,20837115,36266286,1005811,2,,
US10,333025,6,79697072,ZUFN,48114031,x,59,59,PCS,710,EUR,2023-06-30,2023-07-07,2023-07-07,2023-07-14,2023-07-14, ,x,20910031,98019339,1005958,3,8443862,2
CN10,841334,1,90455123,MPLF,55553693,x,56,56,PCS,437,EUR,2023-07-03,2023-06-30,2023-06-30,2023-07-04,2023-07-04, ,x,48451268,23875597,1005831,2,6944028,1
US10,426726,2,98147568,MPLF,32519746,x,34,34,L,996,EUR,2023-06-26,2023-07-03,2023-07-03,2023-07-07,2023-07-07, ,x,46553386,49077674,1005889,1,6311132,1
US10,426726,3,11788404,TPM1,30003467,,25,25,PCS,6,EUR,2023-06-28,2023-06-29,2023-06-29,2023-07-05,2023-07-11, ,x,46553386,49077674,1005889,3,6224605,2
US10,426726,4,10615744,TPM1,30003467,,4,4,PCS,5,EUR,2023-06-26,2023-06-27,2023-06-28,2023-07-04,2023-07-04, ,x,46553386,49077674,1005900,1,6224605,3
US10,426726,5,86457056,MPLF,53847241,x,52,52,PCS,159,EUR,2023-06-26,2023-07-03,2023-07-03,2023-07-06,2023-07-06, ,x,46553386,49077674,1005901,1,7737022,1
US10,426726,6,15353960,TPM1,30002348,,21,21,PCS,2,EUR,2023-06-27,2023-06-28,2023-06-29,2023-07-05,2023-07-11, ,x,46553386,49077674,1005918,2,7850953,2
US10,473941,1,11159536,TPM1,30003467,,88,88,PCS,1,EUR,2023-06-27,2023-06-28,2023-06-29,2023-07-05,2023-07-11, ,x,62192020,34804398,1005853,1,6224605,4
US10,473941,2,11788404,TPM1,30003467,,13,13,PCS,6,EUR,2023-07-03,2023-06-30,2023-06-30,2023-07-06,2023-07-12, ,x,62192020,34804398,1005871,1,6224605,5
US10,473941,3,16177764,TPM1,30002348,,48,48,KG,4,EUR,2023-06-29,2023-06-30,2023-06-30,2023-07-05,2023-07-10, ,x,62192020,34804398,1005905,1,7850953,3
US10,473941,4,44074088,EDSA,78411205,x,34,34,PCS,52,EUR,2023-06-29,2023-07-05,2023-07-05,2023-07-12,2023-07-13, ,x,62192020,34804398,1005916,2,9014008,1
US10,763819,2,25398208,COLA,48114031,x,29,29,PCS,504,EUR,,,,,,x,x,50831348,63747241,1005915,2,,
US10,763819,3,10615744,TPM1,30003467,,70,70,PCS,5,EUR,2023-06-28,2023-06-29,2023-06-29,2023-07-05,2023-07-11, ,x,50831348,63747241,1005915,3,6224605,6
US10,763819,4,90455123,MPLF,55553693,x,72,72,PCS,437,EUR,2023-06-28,2023-07-04,2023-07-04,2023-07-06,2023-07-06, ,x,50831348,63747241,1005933,1,5853983,1
US10,333025,1,25150904,COLA,32519746,x,65,65,PCS,976,EUR,2023-06-29,2023-07-05,2023-07-05,2023-07-06,2023-07-07, ,x,20910031,98019339,1005887,2,6311132,2
US10,333025,3,11788404,TPM1,30003467,,32,32,PCS,6,EUR,2023-06-30,2023-07-03,2023-07-03,2023-07-07,2023-07-13, ,x,20910031,98019339,1005918,1,6224605,7
US10,333025,4,19297648,TPM1,30002348,,72,72,PCS,2,EUR,2023-06-30,2023-07-03,2023-07-03,2023-07-07,2023-07-07, ,x,20910031,98019339,1005935,1,7850953,4
US10,354151,1,98151444,MPLF,43088822,x,23,23,PCS,934,EUR,2023-06-30,2023-07-07,2023-07-07,2023-07-13,2023-07-13, ,x,52930047,59128243,1005921,1,7240624,1
US10,763819,1,82207928,ZUFN,74997556,x,81,81,KG,441,EUR,2023-06-30,2023-07-07,2023-07-07,2023-07-12,2023-07-12, ,x,50831348,63747241,1005900,2,8254094,1
US10,612649,6,18608880,TPM1,30002348,,11,11,PCS,1,EUR,2023-06-27,2023-06-28,2023-06-29,2023-07-05,2023-07-11, ,x,23414890,10869462,1005918,3,7850953,1
US10,612649,5,19816724,COLA,32952574,x,69,69,PCS,521,EUR,2023-06-26,2023-06-30,2023-06-30,2023-07-06,2023-07-10, ,x,23414890,10869462,1005916,1,9651067,1
CN10,455743,4,43151008,EDSA,34702906,x,11,11,PCS,554,EUR,2023-07-03,2023-07-05,2023-07-05,2023-07-07,2023-07-07, ,x,24110540,20120325,1005952,1,7629336,1
CN10,455743,2,21595928,COLA,43088822,x,73,73,PCS,83,EUR,2023-07-03,2023-06-30,2023-06-30,2023-07-06,2023-07-06, ,x,24110540,20120325,1005912,1,7403316,2
CN10,455743,1,11788404,TPM1,30003467,,15,15,PCS,6,EUR,2023-07-04,2023-06-29,2023-06-29,2023-07-05,2023-07-11, ,x,24110540,20120325,1005902,3,6888536,2
CN10,321386,1,19474160,COLA,48114031,x,41,41,KG,966,EUR,2023-06-29,2023-07-06,2023-07-06,2023-07-11,2023-07-11, ,x,68613813,61543630,1005962,1,9636428,1
CN10,836479,2,17231232,TPM1,30002348,,68,68,PCS,5,EUR,2023-06-29,2023-06-30,2023-06-30,2023-07-05,2023-07-10, ,x,53251766,16600755,1005928,1,6839535,2
CN10,836479,1,89034752,MPLF,74997556,x,96,96,PCS,726,EUR,2023-06-29,2023-07-05,2023-07-05,2023-07-10,2023-07-10, ,x,53251766,16600755,1005925,2,6796993,3
CN10,400670,4,28348643,ZELA,43088822,x,2,2,PCS,692,EUR,2023-06-28,2023-07-05,2023-07-05,2023-07-11,2023-07-11, ,x,53834925,65427322,1005912,3,7403316,1
CN10,400670,3,75227320,UDF3,41420829,x,11,11,PCS,594,EUR,2023-06-28,,,,,x,x,53834925,65427322,1005912,2,,
CN10,400670,2,89034752,MPLF,74997556,x,74,74,PCS,705,EUR,,,,,,x,x,53834925,65427322,1005902,2,,
CN10,282469,4,78949416,ZUFN,53847241,x,24,24,PCS,991,EUR,2023-06-30,2023-07-07,2023-07-07,2023-07-12,2023-07-12, ,x,13917428,97040471,1005966,4,5760614,1
JP11,715146,4,37141432,EDSA,78411205,x,37,37,PCS,474,EUR,2023-06-30,2023-07-07,2023-07-07,2023-07-13,2023-07-13, ,x,72482110,98828930,1005964,1,9379106,2
CN10,400670,1,88903632,MPLF,35101221,x,68,68,PCS,880,EUR,2023-06-28,2023-06-29,2023-06-29,2023-07-05,2023-07-05, ,x,53834925,65427322,1005902,1,7990088,1
CN10,981798,3,45162744,EDSA,78411205,x,85,85,PCS,511,EUR,2023-06-28,2023-07-05,2023-07-05,2023-07-12,2023-07-13, ,x,27519967,51321600,1005925,1,9656242,1
CN10,981798,2,17231232,TPM1,30002348,,11,11,PCS,5,EUR,2023-06-26,2023-06-27,2023-06-27,2023-07-03,2023-07-03, ,x,27519967,51321600,1005922,2,6839535,1
US10,991050,1,11788404,TPM1,30003467,,34,34,PCS,6,EUR,2023-06-26,2023-06-27,2023-06-28,2023-07-04,2023-07-04, ,x,51055455,27519967,1005876,1,6224605,1
JP11,663878,1,76304544,ZUFN,32519746,x,31,27,PCS,692,EUR,2023-06-28,2023-07-04,2023-07-04,2023-07-07,2023-07-07, ,x,33529840,34256510,1005959,3,9747591,1
BR10,661055,1,15353960,TPM1,30002348,,5,5,PCS,2,EUR,2023-06-26,2023-06-27,2023-06-27,2023-07-03,2023-07-03, ,x,27414385,34037891,1005857,2,5965308,1
JP11,507816,2,83863032,ZUFN,78411205,x,73,72,G,263,EUR,,,,,, ,x,63075386,59231227,1005942,3,,
JP11,507816,1,78949416,ZUFN,53847241,x,67,67,PCS,1008,EUR,2023-06-29,2023-06-30,2023-06-30,2023-07-04,2023-07-04, ,x,63075386,59231227,1005924,1,5133456,1
BR10,761465,3,15353960,TPM1,30002348,,88,88,PCS,2,EUR,2023-06-27,2023-06-28,2023-06-29,2023-07-05,2023-07-11, ,x,64581196,68041376,1005896,2,5965308,2
JP11,593787,3,16177764,TPM1,30002348,,7,7,KG,4,EUR,2023-06-27,2023-06-28,2023-06-29,2023-07-05,2023-07-11, ,x,13748089,19048037,1005926,2,9143101,3
JP11,593787,2,97625203,MPLF,38334498,x,75,75,KG,554,EUR,2023-06-27,2023-06-30,2023-06-30,2023-07-06,2023-07-06, ,x,13748089,19048037,1005926,1,6858081,1
JP11,593787,1,20667944,COLA,73419740,x,35,37,KG,463,EUR,2023-06-26,2023-06-30,2023-06-30,2023-07-06,2023-07-06, ,x,13748089,19048037,1005885,1,8548038,1
JP11,698728,2,17231232,TPM1,30002348,,93,93,PCS,5,EUR,2023-06-28,2023-06-29,2023-06-29,2023-07-05,2023-07-11, ,x,14617290,82040060,1005919,1,9143101,2
JP11,698728,1,82809960,ZUFN,74997556,x,82,82,L,435,EUR,2023-06-27,2023-07-04,2023-07-04,2023-07-06,2023-07-06, ,x,14617290,82040060,1005874,2,7843769,1
CN10,981798,1,11159536,TPM1,30003467,,6,6,PCS,1,EUR,2023-07-04,2023-06-29,2023-06-29,2023-07-05,2023-07-11, ,x,27519967,51321600,1005922,1,6888536,1
CN10,597549,1,82207928,ZUFN,74997556,x,63,63,KG,441,EUR,2023-06-27,2023-07-04,2023-07-04,2023-07-06,2023-07-06, ,x,33718300,40138709,1005870,2,6796993,1
JP11,998560,2,25235624,COLA,35101221,x,75,75,L,640,EUR,2023-06-26,,,,,x,x,39915336,29599239,1005872,1,,
JP11,998560,1,19297648,TPM1,30002348,,77,77,PCS,2,EUR,2023-07-05,2023-06-28,2023-06-29,2023-07-05,2023-07-11, ,x,39915336,29599239,1005868,2,9143101,1
CN10,455743,3,15353960,TPM1,30002348,,19,19,PCS,2,EUR,2023-06-28,2023-06-29,2023-06-29,2023-07-05,2023-07-11, ,x,24110540,20120325,1005943,2,6839535,3
JP11,334832,2,69579592,UDF3,49330617,x,39,39,L,124,EUR,2023-07-03,2023-07-06,2023-07-12,2023-07-18,2023-07-18, ,x,95329307,34048233,1005942,2,6792362,1
BR10,936463,1,47961168,PYTF,35101221,x,61,61,PCS,555,EUR,2023-06-30,2023-07-06,2023-07-12,2023-07-19,2023-07-19, ,x,46509137,47541422,1005893,1,5144158,1
IN10,262568,3,17231232,TPM1,30002348,,83,83,PCS,5,EUR,2023-06-30,2023-07-03,2023-07-03,2023-07-07,2023-07-07,x,x,86205557,80694810,1005944,1,5305525,5
DE10,842637,2,43678400,EDSA,48114031,x,39,39,PCS,115,EUR,2023-06-26,2023-06-29,2023-06-29,2023-07-05,2023-07-05, ,x,79136956,27111603,1005917,1,7206420,2
DE10,668941,1,29156488,ZELA,50759436,x,45,45,PCS,374,EUR,2023-06-27,2023-06-28,2023-06-28,2023-06-30,2023-06-30, ,x,45333871,29602197,1005880,3,6951076,3
DE10,668941,2,13405872,TPM1,30003467,,81,81,PCS,3,EUR,2023-06-30,2023-07-03,2023-07-03,2023-07-07,2023-07-13, ,x,45333871,29602197,1005892,1,5831986,2
DE10,668941,3,89034752,MPLF,74997556,x,47,47,PCS,726,EUR,2023-06-30,2023-07-07,2023-07-07,2023-07-12,2023-07-12, ,x,45333871,29602197,1005917,2,8092560,1
DE10,523631,1,17231232,TPM1,30002348,,74,74,PCS,5,EUR,2023-06-28,2023-06-29,2023-06-29,2023-07-05,2023-07-11, ,x,53666056,97040471,1005899,1,7837559,2
DE10,523631,2,86457056,MPLF,53847241,x,17,17,PCS,159,EUR,2023-06-30,2023-07-07,2023-07-07,2023-07-12,2023-07-12, ,x,53666056,97040471,1005936,1,5341472,1
DE10,523631,3,43151008,EDSA,34702906,x,19,19,PCS,554,EUR,2023-07-07,2023-07-05,2023-07-05,2023-07-07,2023-07-07, ,x,53666056,97040471,1005970,1,6947152,2
DE10,819164,1,87079640,MPLF,41420829,x,60,60,KG,332,EUR,2023-06-30,2023-07-06,2023-07-06,2023-07-10,2023-07-12, ,x,99066604,61117092,1005949,1,9609127,2
DE10,819164,2,29156488,ZELA,50759436,x,26,26,PCS,374,EUR,2023-06-30,2023-07-07,2023-07-14,2023-07-21,2023-07-21, ,x,99066604,61117092,1005960,2,6951076,4
BR10,869881,1,18608880,TPM1,30002348,,82,82,PCS,1,EUR,2023-06-28,2023-06-29,2023-06-29,2023-07-05,2023-07-11, ,x,12521424,14147752,1005893,3,5965308,4
DE10,819164,5,15353960,TPM1,30002348,,64,64,PCS,2,EUR,2023-06-29,2023-06-30,2023-06-30,2023-07-05,2023-07-10, ,x,99066604,61117092,1005973,2,7837559,3
BR10,869881,2,50862632,PYTF,74997556,x,62,62,PCS,867,EUR,,,,,, ,x,12521424,14147752,1005896,1,,
BR10,869881,3,58774200,UDF3,34702906,x,29,29,KG,934,EUR,2023-06-26,2023-06-30,2023-07-06,2023-07-12,2023-07-12, ,x,12521424,14147752,1005896,3,7704091,1
BR10,869881,4,98151444,MPLF,43088822,x,74,74,PCS,916,EUR,2023-06-27,2023-07-04,2023-07-04,2023-07-10,2023-07-10, ,x,12521424,14147752,1005903,2,9115499,1
BR10,869881,5,28148584,ZELA,53847241,x,85,85,PCS,778,EUR,2023-06-27,2023-06-28,2023-06-28,2023-07-03,2023-07-03, ,x,12521424,14147752,1005909,2,6008335,1
BR10,869881,6,15353960,TPM1,30002348,,93,93,PCS,2,EUR,2023-06-27,2023-06-28,2023-06-29,2023-07-05,2023-07-11, ,x,12521424,14147752,1005913,1,5965308,5
BR10,443627,1,11159536,TPM1,30003467,,32,32,PCS,1,EUR,2023-06-30,2023-07-03,2023-07-03,2023-07-07,2023-07-13, ,x,23329589,45333871,1005893,2,8083920,1
BR10,443627,2,32071024,ZELA,32519746,x,64,64,KG,737,EUR,2023-06-27,2023-07-03,2023-07-03,2023-07-07,2023-07-07, ,x,23329589,45333871,1005893,4,7867662,1
BR10,443627,3,77128608,ZUFN,47017350,x,62,62,PCS,606,EUR,2023-06-30,2023-07-07,2023-07-07,2023-07-12,2023-07-12,x,x,23329589,45333871,1005896,4,5893951,1
BR10,443627,4,69909608,UDF3,73419740,x,60,60,PCS,990,EUR,2023-06-27,2023-07-03,2023-07-03,2023-07-06,2023-07-06, ,x,23329589,45333871,1005906,2,7201856,1
BR10,443627,5,58774200,UDF3,34702906,x,17,17,KG,906,EUR,2023-06-28,2023-07-05,2023-07-05,2023-07-07,2023-07-07, ,x,23329589,45333871,1005907,1,7704091,2
BR10,443627,6,82809960,ZUFN,74997556,x,93,93,L,462,EUR,2023-07-03,2023-06-29,2023-06-30,2023-07-04,2023-07-04, ,x,23329589,45333871,1005913,2,6249036,2
BR10,443627,7,17231232,TPM1,30002348,,63,63,PCS,5,EUR,2023-06-27,,,,,x,x,23329589,45333871,1005923,2,,
BR10,936463,2,89034752,MPLF,74997556,x,34,34,PCS,726,EUR,2023-06-29,2023-07-05,2023-07-05,2023-07-10,2023-07-10, ,x,46509137,47541422,1005903,1,6249036,3
BR10,745587,1,54965832,PYTF,74997556,x,68,68,G,77,EUR,2023-06-29,2023-07-05,2023-07-05,2023-07-10,2023-07-10, ,x,20270620,63339019,1005929,1,6249036,4
BR10,745587,2,16177764,TPM1,30002348,,31,31,KG,4,EUR,2023-06-30,,,,,x,x,20270620,63339019,1005951,2,,
US10,354151,4,17231232,TPM1,30002348,,11,11,PCS,5,EUR,2023-06-30,2023-07-03,2023-07-03,2023-07-07,2023-07-07, ,x,52930047,59128243,1005957,3,7850953,5
DE10,842637,1,87079640,MPLF,41420829,x,95,95,KG,332,EUR,2023-06-28,2023-07-04,2023-07-04,2023-07-06,2023-07-06, ,x,79136956,27111603,1005888,2,9609127,1
DE10,642092,2,15353960,TPM1,30002348,,31,31,PCS,2,EUR,2023-06-27,2023-06-28,2023-06-29,2023-07-05,2023-07-11, ,x,54521871,56170564,1005892,2,7837559,1
DE10,842637,3,86662444,MPLF,50759436,x,77,77,KG,447,EUR,2023-06-26,2023-06-29,2023-06-29,2023-07-04,2023-07-04, ,x,79136956,27111603,1005936,2,6951076,2
DE10,153926,4,49991456,PYTF,50759436,x,11,11,PCS,733,EUR,2023-06-26,2023-06-29,2023-06-29,2023-07-04,2023-07-04, ,x,98019339,29959326,1005888,4,6951076,1
IN10,225080,6,25150904,COLA,32519746,x,21,21,PCS,976,EUR,,,,,, ,x,14239836,39844730,1005975,2,,
IN10,225080,5,88797376,MPLF,50759436,x,38,38,PCS,6,EUR,2023-07-05,2023-07-07,2023-07-14,2023-07-21,2023-07-21,x,x,14239836,39844730,1005974,1,9343244,2
IN10,225080,2,97625203,MPLF,38334498,x,81,81,KG,554,EUR,2023-06-30,2023-07-05,2023-07-05,2023-07-11,2023-07-11, ,x,14239836,39844730,1005930,2,7165554,1
IN10,225080,1,15353960,TPM1,30002348,,40,40,PCS,2,EUR,2023-06-30,2023-07-03,2023-07-03,2023-07-07,2023-07-07, ,x,14239836,39844730,1005927,1,5305525,4
IN10,656362,5,48705128,PYTF,50759436,x,48,48,KG,799,EUR,2023-06-29,2023-07-05,2023-07-05,2023-07-12,2023-07-12, ,x,32454627,61117092,1005975,3,9343244,1
IN10,656362,2,25398208,COLA,48114031,x,53,57,PCS,504,EUR,2023-06-28,,,,,x,x,32454627,61117092,1005948,1,,
IN10,656362,1,13405872,TPM1,30003467,,67,67,PCS,3,EUR,2023-07-10,2023-07-03,2023-07-03,2023-07-07,2023-07-13, ,x,32454627,61117092,1005891,3,9630511,2
DE10,642092,1,25398208,COLA,48114031,x,17,17,PCS,504,EUR,2023-06-27,2023-07-03,2023-07-03,2023-07-10,2023-07-10, ,x,54521871,56170564,1005869,1,7206420,1
IN10,977725,1,78949416,ZUFN,53847241,x,50,50,PCS,991,EUR,2023-06-30,2023-07-07,2023-07-07,2023-07-12,2023-07-12,x,x,59668383,13917428,1005883,3,8113645,2
IN10,535319,2,16177764,TPM1,30002348,,56,58,KG,4,EUR,2023-06-29,2023-06-30,2023-06-30,2023-07-05,2023-07-10, ,x,81970178,27714088,1005904,1,5305525,3
IN10,535319,1,18608880,TPM1,30002348,,46,49,PCS,1,EUR,2023-06-27,2023-06-28,2023-06-29,2023-07-05,2023-07-11,x,x,81970178,27714088,1005881,2,5305525,2
IN10,174946,4,83863032,ZUFN,78411205,x,14,14,G,257,EUR,2023-06-26,2023-07-03,2023-07-03,2023-07-07,2023-07-13, ,x,54521871,36908184,1005904,2,8355181,1
IN10,977725,2,88346328,MPLF,48114031,x,8,8,KG,618,EUR,2023-06-29,2023-07-06,2023-07-06,2023-07-11,2023-07-11, ,x,59668383,13917428,1005920,1,8803436,2
IN10,174946,2,10615744,TPM1,30003467,,19,19,PCS,5,EUR,2023-06-28,2023-06-29,2023-06-29,2023-07-05,2023-07-11, ,x,54521871,36908184,1005881,1,9630511,1
IN10,169355,1,28148584,ZELA,53847241,x,64,64,PCS,778,EUR,2023-06-26,2023-07-03,2023-07-03,2023-07-06,2023-07-06, ,x,93706871,27794877,1005833,1,8113645,1
IN10,174946,3,44409248,EDSA,48114031,x,11,11,L,267,EUR,,,,,, ,x,54521871,36908184,1005891,2,,
DE10,921710,3,75990376,ZUFN,34702906,x,55,55,PCS,499,EUR,2023-06-26,2023-06-30,2023-07-06,2023-07-12,2023-07-12, ,x,42900809,33718300,1005869,3,6947152,1
IN10,840320,1,87079640,MPLF,41420829,x,47,47,KG,345,EUR,2023-06-27,2023-07-03,2023-07-03,2023-07-05,2023-07-05, ,x,70110687,67659550,1005840,1,7081886,1
DE10,153926,1,11788404,TPM1,30003467,,84,84,PCS,6,EUR,2023-06-26,2023-06-27,2023-06-28,2023-07-04,2023-07-04, ,x,98019339,29959326,1005855,2,5831986,1
IN10,840320,5,19297648,TPM1,30002348,,41,40,PCS,2,EUR,2023-06-27,2023-06-28,2023-06-29,2023-07-05,2023-07-11, ,x,70110687,67659550,1005890,1,5305525,1
IN10,840320,6,21595928,COLA,43088822,x,57,57,PCS,84,EUR,2023-06-26,2023-06-27,2023-06-27,2023-07-03,2023-07-07, ,x,70110687,67659550,1005891,1,8708204,1
IN10,174946,1,87079640,MPLF,41420829,x,44,44,KG,332,EUR,2023-06-26,2023-06-30,2023-06-30,2023-07-04,2023-07-04, ,x,54521871,36908184,1005860,1,7081886,2
BR10,185033,1,18608880,TPM1,30002348,,80,80,PCS,1,EUR,2023-06-26,2023-06-27,2023-06-27,2023-07-03,2023-07-03, ,x,34351663,56621036,1005882,1,5965308,3
IN10,840320,2,32003616,ZELA,32952574,x,70,70,L,231,EUR,2023-06-26,,,,,x,x,70110687,67659550,1005860,2,,
BR10,831887,1,17231232,TPM1,30002348,,89,89,PCS,5,EUR,2023-07-06,2023-07-07,2023-07-10,2023-07-14,2023-07-14, ,x,63339019,77899795,1005909,1,7839286,1
BR10,831887,2,85602600,ZUFN,50759436,x,76,76,L,361,EUR,2023-07-03,2023-07-07,2023-07-07,2023-07-11,2023-07-11, ,x,63339019,77899795,1005992,1,9257795,1
BR10,334134,1,98151444,MPLF,43088822,x,3,3,PCS,916,EUR,,,,,, ,x,99741049,85454276,1005946,1,,
