WERKS,BELNR,BLDAT,BUDAT,BPDAT,EREKZ,LIFNR,BLOCK,RLOCK
IN10,8037057,2023-01-16,2023-02-06,2023-02-06,x,30002348,,
BR10,9386292,2023-01-16,2023-02-06,2023-02-07,x,30003467,,
CN10,7592761,2023-01-16,2023-02-06,2023-02-07,x,30002348,,
CN10,9601897,2023-01-16,2023-02-06,2023-01-26,x,41420829,,
BR10,6069465,2023-01-16,2023-02-06,2023-01-26,x,70920548,,
CN10,5549938,2023-01-16,2023-02-06,2023-01-31,x,78411205,,
BR10,5381224,2023-01-16,2023-02-06,2023-01-25,x,74997556,,
BR10,7651387,2023-01-16,2023-02-06,2023-01-31,x,32952574,,
BR10,5140959,2023-01-16,2023-02-06,2023-01-24,x,30002348,,
IN10,6087661,2023-01-03,2023-01-24,2023-01-05,x,30002348,,
DE10,8176064,2023-01-23,2023-02-13,2023-01-27,x,30002348,,
CN10,9327355,2023-01-23,2023-02-13,2023-02-14,x,32519746,,
DE10,8964596,2023-01-23,2023-02-13,2023-02-27,x,38334498,,
DE10,8028510,2023-01-23,2023-02-13,2023-02-14,x,32952574,,
DE10,5276753,2023-01-23,2023-02-13,2023-01-26,x,30003467,,
US10,5903847,2023-01-23,2023-02-13,2023-01-30,x,74997556,,
US10,6984124,2023-01-23,2023-02-13,2023-01-31,x,30002348,,
US10,7263713,2023-01-23,2023-02-13,2023-02-08,x,30003467,,
US10,8612451,2023-01-23,2023-02-13,2023-02-07,x,48114031,2023-01-25,2023-02-02
BR10,9672110,2023-01-23,2023-02-13,2023-02-02,x,41420829,,
CN10,9471284,2023-01-23,2023-02-13,2023-02-17,x,30002348,,
BR10,6886102,2023-01-23,2023-02-13,2023-02-10,x,48114031,,
BR10,8789094,2023-01-23,2023-02-13,2023-02-06,x,43088822,,
CN10,5367981,2023-01-23,2023-02-13,2023-02-13,x,50759436,2023-01-31,2023-02-06
BR10,5322831,2023-01-23,2023-02-13,2023-02-10,x,74997556,,
JP11,7047642,2023-01-23,2023-02-13,2023-01-30,x,30003467,,
JP11,8103885,2023-01-23,2023-02-13,2023-02-10,x,41420829,,
JP11,5076436,2023-01-23,2023-02-13,2023-01-31,x,34702906,,
JP11,6542002,2023-01-23,2023-02-13,2023-02-10,x,30002348,,
IN10,6665335,2023-01-30,2023-02-20,2023-02-08,x,30002348,,
IN10,6565122,2023-01-30,2023-02-20,2023-02-10,x,30003467,,
IN10,7890962,2023-01-30,2023-02-20,2023-02-14,x,34702906,,
DE10,6141262,2023-01-30,2023-02-20,2023-02-10,x,30003467,,
JP11,5813988,2023-01-30,2023-02-20,2023-02-14,x,30002348,,
CN10,9660413,2023-01-30,2023-02-20,2023-02-02,x,47017350,,
CN10,6017892,2023-01-30,2023-02-20,2023-01-31,x,74997556,,
CN10,5788722,2023-01-30,2023-02-20,2023-02-16,x,30003467,,
BR10,5507197,2023-01-30,2023-02-20,2023-02-13,x,74997556,,
BR10,6402171,2023-01-30,2023-02-20,2023-02-13,x,48114031,,
BR10,6008104,2023-01-30,2023-02-20,2023-02-03,x,41420829,,
BR10,7185220,2023-01-30,2023-02-20,2023-02-13,x,50759436,,
BR10,6477067,2023-01-30,2023-02-20,2023-02-07,x,34702906,,
DE10,8413261,2023-01-30,2023-02-20,2023-02-28,x,74997556,,
DE10,8365309,2023-01-30,2023-02-20,2023-02-21,x,35101221,,
US10,7961312,2023-01-30,2023-02-20,2023-02-09,x,47017350,,
US10,5022205,2023-01-30,2023-02-20,2023-02-23,x,50759436,,
US10,7197898,2023-01-30,2023-02-20,2023-02-22,x,48114031,,
US10,9336761,2023-01-30,2023-02-20,2023-02-06,x,30003467,,
JP11,8353760,2023-01-30,2023-02-20,2023-02-16,x,43088822,,
JP11,8825658,2023-01-30,2023-02-20,2023-02-14,x,32952574,2023-01-31,2023-02-07
JP11,6124732,2023-01-30,2023-02-20,2023-02-22,x,41420829,2023-02-08,2023-02-13
JP11,7170641,2023-01-30,2023-02-20,2023-02-08,x,73419740,,
JP11,7070491,2023-01-30,2023-02-20,2023-02-17,x,70920548,,
CN10,6229173,2023-02-06,2023-02-27,2023-02-14,x,30003467,,
IN10,7585701,2023-01-17,2023-02-07,2023-01-27,x,34702906,,
IN10,7494131,2023-02-06,2023-02-27,2023-03-03,x,32519746,2023-02-16,2023-02-21
IN10,7580479,2023-02-06,2023-02-27,2023-02-09,x,35101221,,
DE10,6034253,2023-02-06,2023-02-27,2023-02-08,x,38334498,,
IN10,5169922,2023-02-06,2023-02-27,2023-02-22,x,30002348,,
DE10,6086642,2023-02-06,2023-02-27,2023-02-08,x,30003467,,
US10,9320638,2023-02-06,2023-02-27,2023-02-15,x,32519746,,
US10,5045682,2023-02-06,2023-02-27,2023-02-15,x,30002348,,
DE10,8428555,2023-02-06,2023-02-27,2023-03-02,x,30002348,,
BR10,8552834,2023-02-06,2023-02-27,2023-02-10,x,73419740,,
BR10,5797714,2023-01-19,2023-02-09,2023-01-23,x,43088822,,
CN10,6540324,2023-02-06,2023-02-27,2023-02-20,x,74997556,2023-02-07,2023-02-14
CN10,5711930,2023-02-06,2023-02-27,2023-02-23,x,35101221,,
IN10,8333719,2023-01-30,2023-02-20,2023-02-03,x,30003467,,
IN10,6403009,2023-02-06,2023-02-27,2023-02-16,x,50759436,,
IN10,6568265,2023-02-06,2023-02-27,2023-02-16,x,53847241,,
BR10,9698694,2023-01-30,2023-02-20,2023-01-31,x,30002348,,
BR10,5867546,2023-02-06,2023-02-27,2023-02-10,x,48114031,,
BR10,5310983,2023-02-06,2023-02-27,2023-02-27,x,30003467,2023-02-14,2023-02-17
BR10,7863981,2023-02-06,2023-02-27,2023-02-16,x,32519746,,
BR10,7087551,2023-02-06,2023-02-27,2023-02-15,x,32952574,,
CN10,8434859,2023-02-06,2023-02-27,2023-03-02,x,30002348,2023-02-15,2023-02-24
JP11,6594853,2023-02-06,2023-02-27,2023-03-02,x,53847241,,
JP11,9229700,2023-02-06,2023-02-27,2023-02-22,x,32519746,,
US10,9270276,2023-02-06,2023-02-27,2023-02-10,x,78411205,,
JP11,5509239,2023-02-06,2023-02-27,2023-03-01,x,43088822,2023-02-13,2023-02-23
JP11,6827055,2023-02-06,2023-02-27,2023-02-16,x,30002348,,
JP11,9356473,2023-02-06,2023-02-27,2023-02-09,x,41420829,,
JP11,5756243,2023-02-06,2023-02-27,2023-02-21,x,30003467,,
US10,6013396,2023-02-06,2023-02-27,2023-02-27,x,50759436,,
CN10,8072395,2023-02-14,2023-03-07,2023-03-06,x,30002348,,
CN10,6212574,2023-02-14,2023-03-07,2023-03-21,x,50759436,,
JP11,9339778,2023-02-06,2023-02-27,2023-02-20,x,30003467,,
JP11,8045852,2023-02-14,2023-03-07,2023-02-23,x,78411205,,
IN10,5683158,2023-01-30,2023-02-20,2023-02-13,x,32519746,,
JP11,5316135,2023-02-14,2023-03-07,2023-03-01,x,43088822,,
JP11,7577514,2023-02-14,2023-03-07,2023-03-01,x,47017350,2023-02-21,2023-02-22
JP11,9366302,2023-02-14,2023-03-07,2023-02-27,x,38334498,,
CN10,7778246,2023-02-14,2023-03-07,2023-03-06,x,30003467,,
IN10,9311038,2023-01-27,2023-02-17,2023-02-06,x,74997556,,
IN10,8986446,2023-02-14,2023-03-07,2023-02-24,x,30002348,,
IN10,7396423,2023-02-14,2023-03-07,2023-03-03,x,50759436,,
IN10,7249884,2023-02-14,2023-03-07,2023-03-02,x,30003467,,
CN10,7480369,2023-02-14,2023-03-07,2023-02-17,x,32952574,,
BR10,8941521,2023-02-14,2023-03-07,2023-02-23,x,32952574,,
CN10,6025846,2023-02-14,2023-03-07,2023-02-28,x,32519746,,
CN10,6140534,2023-02-14,2023-03-07,2023-02-17,x,38334498,,
BR10,7548728,2023-02-14,2023-03-07,2023-03-01,x,30002348,,
BR10,7325948,2023-02-14,2023-03-07,2023-03-03,x,78411205,,
DE10,7173963,2023-02-14,2023-03-07,2023-02-27,x,35101221,,
DE10,9193572,2023-02-14,2023-03-07,2023-03-03,x,43088822,,
DE10,8122801,2023-02-14,2023-03-07,2023-03-06,x,74997556,,
BR10,6033793,2023-02-14,2023-03-07,2023-02-21,x,50759436,,
DE10,6639604,2023-02-14,2023-03-07,2023-02-27,x,73419740,,
DE10,6743893,2023-02-14,2023-03-07,2023-02-27,x,78411205,,
US10,9400701,2023-02-14,2023-03-07,2023-02-27,x,30002348,,
US10,6212207,2023-02-14,2023-03-07,2023-02-22,x,78411205,,
DE10,5851401,2023-02-14,2023-03-07,2023-02-23,x,32519746,,
US10,5033904,2023-02-14,2023-03-07,2023-03-09,x,47017350,,
US10,6647571,2023-02-14,2023-03-07,2023-02-27,x,32952574,,
JP11,7536364,2023-01-30,2023-02-20,2023-02-07,x,34702906,,
US10,6942824,2023-02-14,2023-03-07,2023-03-08,x,30003467,,
BR10,9423647,2023-02-20,2023-03-13,2023-03-01,x,34702906,,
IN10,7741145,2023-02-20,2023-03-13,2023-03-06,x,30003467,,
BR10,6876889,2023-02-20,2023-03-13,2023-03-10,x,30003467,2023-02-27,2023-03-03
BR10,6351378,2023-02-20,2023-03-13,2023-02-28,x,50759436,,
BR10,7712293,2023-02-20,2023-03-13,2023-02-28,x,32519746,,
BR10,6167067,2023-02-20,2023-03-13,2023-03-17,x,30002348,,
BR10,6273882,2023-02-20,2023-03-13,2023-03-06,x,55553693,,
BR10,7272439,2023-02-20,2023-03-13,2023-03-09,x,48114031,,
BR10,6570091,2023-02-20,2023-03-13,2023-03-10,x,70920548,,
US10,6109387,2023-02-20,2023-03-13,2023-03-10,x,30003467,,
IN10,8970765,2023-02-08,2023-03-01,2023-02-27,x,74997556,,
IN10,6009244,2023-02-08,2023-03-01,2023-02-15,x,30002348,,
IN10,7114632,2023-02-20,2023-03-13,2023-02-24,x,32952574,,
IN10,8559412,2023-02-20,2023-03-13,2023-03-03,x,32519746,,
US10,6248308,2023-02-20,2023-03-13,2023-03-10,x,41420829,,
US10,8281133,2023-02-20,2023-03-13,2023-03-02,x,50759436,,
US10,5141963,2023-02-20,2023-03-13,2023-03-03,x,38334498,,
US10,7489493,2023-02-20,2023-03-13,2023-03-09,x,32519746,,
US10,5813896,2023-02-20,2023-03-13,2023-02-27,x,73419740,,
US10,5782203,2023-02-20,2023-03-13,2023-03-01,x,30002348,,
US10,7655483,2023-02-20,2023-03-13,2023-02-24,x,78411205,,
JP11,6534807,2023-02-20,2023-03-13,2023-03-01,x,35101221,,
JP11,7255142,2023-02-20,2023-03-13,2023-03-13,x,30002348,,
JP11,5798053,2023-02-20,2023-03-13,2023-03-01,x,32519746,,
JP11,8389496,2023-02-20,2023-03-13,2023-03-08,x,30003467,,
DE10,9331224,2023-02-20,2023-03-13,2023-03-07,x,43088822,,
JP11,9319786,2023-02-20,2023-03-13,2023-03-07,x,50759436,,
BR10,5789609,2023-02-20,2023-03-13,2023-02-27,x,43088822,,
CN10,6700155,2023-02-20,2023-03-13,2023-03-01,x,30002348,,
DE10,8686992,2023-02-20,2023-03-13,2023-02-23,x,30003467,,
DE10,7106015,2023-02-20,2023-03-13,2023-02-23,x,30002348,,
JP11,5583373,2023-02-20,2023-03-13,2023-03-07,x,38334498,,
CN10,6747469,2023-02-20,2023-03-13,2023-03-03,x,50759436,,
CN10,7865419,2023-02-13,2023-03-06,2023-02-27,x,34702906,,
JP11,6498544,2023-02-15,2023-03-08,2023-03-03,x,43088822,,
BR10,7795421,2023-02-13,2023-03-06,2023-03-01,x,34702906,,
JP11,7852109,2023-02-28,2023-03-21,2023-03-27,x,30002348,,
BR10,7446878,2023-02-17,2023-03-10,2023-03-06,x,41420829,,
BR10,7604038,2023-02-28,2023-03-21,2023-03-17,x,53847241,,
US10,8732802,2023-02-28,2023-03-21,2023-03-22,x,34702906,,
US10,7178754,2023-02-28,2023-03-21,2023-03-13,x,53847241,,
BR10,8339234,2023-02-28,2023-03-21,2023-03-10,x,30003467,,
BR10,7594810,2023-02-28,2023-03-21,2023-03-22,x,74997556,,
BR10,5217931,2023-02-28,2023-03-21,2023-03-17,x,50759436,,
US10,7973945,2023-02-28,2023-03-21,2023-03-22,x,32519746,,
DE10,6363144,2023-02-28,2023-03-21,2023-03-13,x,32519746,,
DE10,8000817,2023-02-28,2023-03-21,2023-03-09,x,50759436,,
DE10,6458402,2023-02-28,2023-03-21,2023-03-09,x,30003467,,
DE10,7217022,2023-02-28,2023-03-21,2023-03-07,x,78411205,,
JP11,9392698,2023-02-20,2023-03-13,2023-03-07,x,53847241,,
JP11,6920605,2023-02-28,2023-03-21,2023-03-13,x,48114031,,
BR10,6274881,2023-02-28,2023-03-21,2023-03-07,x,32952574,,
US10,6032941,2023-02-28,2023-03-21,2023-03-21,x,30002348,,
US10,8065955,2023-02-28,2023-03-21,2023-03-03,x,50759436,,
BR10,5052178,2023-02-28,2023-03-21,2023-03-16,x,49330617,,
CN10,7601565,2023-02-16,2023-03-09,2023-03-13,x,50759436,,
CN10,8284966,2023-02-23,2023-03-16,2023-03-06,x,55553693,,
CN10,8731609,2023-02-28,2023-03-21,2023-03-07,x,74997556,,
CN10,5841102,2023-02-22,2023-03-15,2023-03-07,x,30002348,,
IN10,5133767,2023-02-28,2023-03-21,2023-03-14,x,32519746,,
IN10,9617074,2023-02-28,2023-03-21,2023-03-20,x,30003467,2023-03-06,2023-03-10
IN10,6349354,2023-02-28,2023-03-21,2023-03-21,x,30002348,,
JP11,5287450,2023-02-28,2023-03-21,2023-03-06,x,30003467,,
US10,5555306,2023-03-07,2023-03-28,2023-03-21,x,32519746,,
US10,9060264,2023-02-22,2023-03-15,2023-03-14,x,34702906,,
US10,7587757,2023-03-07,2023-03-28,2023-03-23,x,50759436,,
US10,7323922,2023-03-07,2023-03-28,2023-03-24,x,30003467,,
US10,6698829,2023-03-07,2023-03-28,2023-03-16,x,47017350,,
US10,6670307,2023-03-07,2023-03-28,2023-03-17,x,38334498,,
US10,9386054,2023-03-07,2023-03-28,2023-03-24,x,30002348,,
US10,7648007,2023-03-07,2023-03-28,2023-03-22,x,74997556,,
US10,5790029,2023-03-07,2023-03-28,2023-03-31,x,55553693,,
JP11,5586741,2023-03-07,2023-03-28,2023-04-05,x,41420829,,
JP11,9009833,2023-03-07,2023-03-28,2023-03-17,x,38334498,,
JP11,9181681,2023-03-07,2023-03-28,2023-03-14,x,30003467,,
JP11,5341170,2023-03-07,2023-03-28,2023-03-14,x,78411205,,
JP11,7477746,2023-03-07,2023-03-28,2023-03-20,x,73419740,,
JP11,5269438,2023-02-22,2023-03-15,2023-03-07,x,74997556,,
JP11,6651493,2023-03-07,2023-03-28,2023-03-16,x,50759436,,
BR10,9042308,2023-03-07,2023-03-28,2023-03-15,x,41420829,,
BR10,6220234,2023-03-07,2023-03-28,2023-03-24,x,30003467,,
BR10,5984005,2023-03-07,2023-03-28,2023-03-17,x,35101221,,
BR10,9644962,2023-03-07,2023-03-28,2023-03-23,x,48114031,,
BR10,5122898,2023-03-07,2023-03-28,2023-03-17,x,73419740,,
DE10,9422049,2023-03-07,2023-03-28,2023-03-16,x,30003467,,
DE10,6251470,2023-03-07,2023-03-28,2023-03-21,x,30002348,,
DE10,7800615,2023-03-07,2023-03-28,2023-03-16,x,74997556,,
DE10,5563492,2023-03-07,2023-03-28,2023-03-08,x,73419740,,
JP11,5387754,2023-03-07,2023-03-28,2023-03-17,x,35101221,,
JP11,9340720,2023-03-07,2023-03-28,2023-03-17,x,48114031,,
IN10,6458779,2023-03-07,2023-03-28,2023-03-30,x,34702906,,
CN10,9430782,2023-03-07,2023-03-28,2023-03-14,x,30002348,,
CN10,6525195,2023-03-07,2023-03-28,2023-03-23,x,48114031,,
CN10,5894523,2023-03-07,2023-03-28,2023-03-27,x,43088822,2023-03-13,2023-03-22
JP11,9560324,2023-02-20,2023-03-13,2023-03-13,x,30002348,,
CN10,8902207,2023-03-07,2023-03-28,2023-03-16,x,30003467,,
IN10,4956820,2023-03-07,2023-03-28,2023-03-16,x,50759436,,
IN10,5922931,2023-03-02,2023-03-23,2023-03-22,x,32519746,2023-03-06,2023-03-13
IN10,6614292,2023-02-27,2023-03-20,2023-03-10,x,48114031,,
IN10,6728216,2023-03-07,2023-03-28,2023-03-14,x,30002348,,
IN10,7299101,2023-03-07,2023-03-28,2023-03-08,x,30003467,,
IN10,5095243,2023-03-07,2023-03-28,2023-03-30,x,38334498,2023-03-16,2023-03-23
US10,6660210,2023-03-15,2023-04-05,2023-04-10,x,30002348,,
JP11,6057674,2023-03-15,2023-04-05,2023-03-27,x,30003467,,
US10,6911572,2023-03-15,2023-04-05,2023-03-31,x,48114031,,
US10,7667660,2023-03-15,2023-04-05,2023-04-07,x,55553693,,
JP11,6961022,2023-03-15,2023-04-05,2023-04-07,x,74997556,,
JP11,8888755,2023-03-15,2023-04-05,2023-03-29,x,41420829,,
US10,4971913,2023-03-15,2023-04-05,2023-04-06,x,50759436,,
JP11,6389498,2023-02-27,2023-03-20,2023-03-27,x,30002348,,
JP11,5903264,2023-03-15,2023-04-05,2023-04-05,x,48114031,,
US10,5811248,2023-03-06,2023-03-27,2023-03-20,x,78411205,2023-03-09,2023-03-16
IN10,8989423,2023-03-15,2023-04-05,2023-03-24,x,34702906,,
IN10,5023214,2023-03-15,2023-04-05,2023-03-23,x,30003467,,
IN10,9024542,2023-02-23,2023-03-16,2023-02-28,x,43088822,,
IN10,9746112,2023-03-15,2023-04-05,2023-03-31,x,50759436,,
IN10,9062411,2023-03-15,2023-04-05,2023-03-21,x,53847241,,
IN10,6870372,2023-03-15,2023-04-05,2023-03-28,x,32519746,,
US10,7908265,2023-03-15,2023-04-05,2023-03-31,x,32952574,,
US10,5979240,2023-03-15,2023-04-05,2023-03-28,x,43088822,,
US10,7143346,2023-03-15,2023-04-05,2023-04-03,x,32519746,,
CN10,5590186,2023-03-15,2023-04-05,2023-04-06,x,30003467,2023-03-17,2023-03-27
CN10,9523601,2023-03-15,2023-04-05,2023-04-06,x,30002348,,
DE10,9161221,2023-03-15,2023-04-05,2023-03-30,x,47017350,,
DE10,6874935,2023-03-15,2023-04-05,2023-03-23,x,30003467,,
BR10,9529032,2023-03-15,2023-04-05,2023-03-30,x,50759436,,
BR10,8792388,2023-03-15,2023-04-05,2023-04-06,x,30003467,,
BR10,5659332,2023-03-15,2023-04-05,2023-03-23,x,48114031,,
CN10,6246037,2023-03-15,2023-04-05,2023-04-04,x,34702906,2023-03-22,2023-03-31
CN10,5234161,2023-03-15,2023-04-05,2023-03-27,x,35101221,,
BR10,5383508,2023-03-15,2023-04-05,2023-04-03,x,53847241,,
CN10,8113876,2023-03-15,2023-04-05,2023-03-20,x,32952574,,
BR10,9303520,2023-03-15,2023-04-05,2023-03-29,x,32519746,,
BR10,9141090,2023-03-15,2023-04-05,2023-03-30,x,30002348,,
CN10,7921426,2023-03-22,2023-04-12,2023-04-04,x,30002348,,
CN10,9265025,2023-03-22,2023-04-12,2023-03-31,x,73419740,,
CN10,5763337,2023-03-22,2023-04-12,2023-04-04,x,43088822,,
IN10,6891487,2023-03-06,2023-03-27,2023-03-27,x,30003467,2023-03-15,2023-03-20
IN10,6947399,2023-03-22,2023-04-12,2023-04-05,x,53847241,,
BR10,8112698,2023-03-22,2023-04-12,2023-04-06,x,30003467,,
IN10,6180449,2023-03-22,2023-04-12,2023-04-05,x,30002348,,
IN10,6039783,2023-03-22,2023-04-12,2023-03-29,x,32519746,,
IN10,5935339,2023-03-03,2023-03-24,2023-03-27,x,32952574,,
IN10,8575365,2023-03-22,2023-04-12,2023-04-04,x,50759436,2023-03-27,2023-04-03
IN10,7112658,2023-03-22,2023-04-12,2023-04-03,x,41420829,,
CN10,5643427,2023-03-13,2023-04-03,2023-03-20,x,32519746,,
IN10,6657855,2023-03-22,2023-04-12,2023-04-03,x,73419740,,
CN10,7885927,2023-03-06,2023-03-27,2023-03-27,x,74997556,,
US10,6139952,2023-03-22,2023-04-12,2023-04-03,x,48114031,,
CN10,6840971,2023-03-22,2023-04-12,2023-03-23,x,50759436,,
US10,5713333,2023-03-22,2023-04-12,2023-04-10,x,34702906,,
JP11,6997850,2023-03-22,2023-04-12,2023-04-13,x,35101221,2023-03-30,2023-04-10
DE10,7870231,2023-03-22,2023-04-12,2023-04-13,x,30003467,,
DE10,6091685,2023-03-22,2023-04-12,2023-03-24,x,41420829,,
JP11,7952708,2023-03-22,2023-04-12,2023-04-10,x,30002348,,
JP11,8114420,2023-03-22,2023-04-12,2023-04-14,x,30003467,,
JP11,7190965,2023-03-22,2023-04-12,2023-04-12,x,43088822,,
JP11,5974737,2023-03-22,2023-04-12,2023-03-28,x,34702906,,
DE10,7355640,2023-03-22,2023-04-12,2023-03-24,x,43088822,,
DE10,9574300,2023-03-22,2023-04-12,2023-04-11,x,78411205,,
DE10,6517839,2023-03-22,2023-04-12,2023-03-30,x,32952574,,
US10,6068730,2023-03-22,2023-04-12,2023-04-05,x,53847241,,
US10,8225080,2023-03-22,2023-04-12,2023-04-10,x,30003467,,
US10,5172354,2023-03-22,2023-04-12,2023-04-13,x,32952574,,
BR10,5426550,2023-03-22,2023-04-12,2023-03-31,x,38334498,,
CN10,6684445,2023-03-22,2023-04-12,2023-03-27,x,48114031,,
DE10,8001148,2023-03-22,2023-04-12,2023-04-24,x,53847241,,
BR10,5715014,2023-03-22,2023-04-12,2023-04-10,x,48114031,,
US10,5857954,2023-03-29,2023-04-19,2023-04-05,x,74997556,,
BR10,7528846,2023-03-29,2023-04-19,2023-04-03,x,48114031,,
JP11,8124761,2023-03-29,2023-04-19,2023-04-12,x,53847241,,
CN10,8923860,2023-03-29,2023-04-19,2023-04-11,x,30003467,,
CN10,8389566,2023-03-29,2023-04-19,2023-04-19,x,30002348,,
CN10,8694898,2023-03-29,2023-04-19,2023-04-03,x,50759436,,
CN10,9202780,2023-03-29,2023-04-19,2023-04-06,x,34702906,,
DE10,7567711,2023-03-29,2023-04-19,2023-04-07,x,41420829,,
DE10,8815200,2023-03-29,2023-04-19,2023-04-04,x,32519746,,
BR10,5012767,2023-03-29,2023-04-19,2023-04-07,x,30002348,,
IN10,5995802,2023-03-29,2023-04-19,2023-04-18,x,32519746,2023-04-03,2023-04-10
JP11,7353559,2023-03-29,2023-04-19,2023-04-10,x,30002348,,
JP11,7818579,2023-03-29,2023-04-19,2023-04-17,x,74997556,,
US10,7556155,2023-03-20,2023-04-10,2023-03-21,x,32519746,,
US10,7850341,2023-03-24,2023-04-14,2023-04-17,x,55553693,,
DE10,6596215,2023-04-05,2023-04-26,2023-04-13,x,48114031,,
JP11,5448240,2023-04-05,2023-04-26,2023-04-10,x,48114031,,
BR10,7903462,2023-03-28,2023-04-18,2023-04-20,x,30003467,,
JP11,9702825,2023-03-28,2023-04-18,2023-04-19,x,47017350,,
JP11,6025423,2023-03-28,2023-04-18,2023-04-19,x,50759436,,
IN10,8458256,2023-03-28,2023-04-18,2023-04-11,x,48114031,,
DE10,6821447,2023-03-28,2023-04-18,2023-04-03,x,30003467,,
IN10,8739358,2023-03-28,2023-04-18,2023-04-11,x,43088822,,
DE10,9129545,2023-03-28,2023-04-18,2023-04-10,x,32519746,,
IN10,6041935,2023-03-28,2023-04-18,2023-04-10,x,30002348,2023-03-29,2023-04-06
CN10,8373140,2023-03-28,2023-04-18,2023-04-06,x,30002348,,
IN10,5932337,2023-03-28,2023-04-18,2023-04-06,x,34702906,,
US10,5656455,2023-03-28,2023-04-18,2023-04-14,x,30002348,,
BR10,7931976,2023-03-28,2023-04-18,2023-04-11,x,53847241,,
IN10,8966670,2023-03-22,2023-04-12,2023-04-11,x,32952574,2023-03-28,2023-04-03
CN10,5989336,2023-03-28,2023-04-18,2023-04-05,x,53847241,,
IN10,7119569,2023-04-04,2023-04-25,2023-04-21,x,30003467,,
IN10,7604999,2023-04-04,2023-04-25,2023-04-05,x,47017350,,
IN10,7566986,2023-04-04,2023-04-25,2023-04-17,x,43088822,,
IN10,6054148,2023-04-04,2023-04-25,2023-04-17,x,30002348,2023-04-11,2023-04-12
IN10,5523990,2023-04-04,2023-04-25,2023-04-12,x,41420829,,
JP11,9669611,2023-04-04,2023-04-25,2023-04-12,x,41420829,,
JP11,6531116,2023-04-04,2023-04-25,2023-04-21,x,35101221,,
US10,8231596,2023-04-04,2023-04-25,2023-04-24,x,50759436,,
US10,7913037,2023-04-04,2023-04-25,2023-04-10,x,34702906,,
US10,5989132,2023-04-04,2023-04-25,2023-04-18,x,55553693,,
US10,6342958,2023-04-04,2023-04-25,2023-04-21,x,35101221,,
JP11,6126419,2023-04-04,2023-04-25,2023-04-26,x,74997556,,
JP11,6434937,2023-03-27,2023-04-17,2023-04-11,x,30003467,,
JP11,8731460,2023-04-04,2023-04-25,2023-04-10,x,32519746,,
JP11,8821060,2023-04-04,2023-04-25,2023-04-18,x,38334498,,
JP11,7930735,2023-04-04,2023-04-25,2023-04-06,x,30002348,,
IN10,5470426,2023-03-29,2023-04-19,2023-05-01,x,48114031,,
DE10,9504673,2023-04-04,2023-04-25,2023-04-25,x,30003467,,
DE10,5530723,2023-04-04,2023-04-25,2023-04-12,x,32952574,,
DE10,7648867,2023-04-04,2023-04-25,2023-04-18,x,32519746,,
DE10,6358708,2023-04-04,2023-04-25,2023-04-27,x,41420829,,
DE10,8531637,2023-04-04,2023-04-25,2023-04-21,x,78411205,,
CN10,5602464,2023-04-04,2023-04-25,2023-04-10,x,47017350,,
CN10,5792481,2023-04-04,2023-04-25,2023-04-19,x,48114031,,
CN10,9640575,2023-04-04,2023-04-25,2023-05-03,x,30002348,,
CN10,6226902,2023-04-04,2023-04-25,2023-04-18,x,32519746,,
CN10,5482435,2023-04-04,2023-04-25,2023-04-07,x,53847241,,
CN10,7951755,2023-04-04,2023-04-25,2023-04-17,x,74997556,,
DE10,5058172,2023-04-04,2023-04-25,2023-04-20,x,30002348,,
DE10,7443696,2023-04-04,2023-04-25,2023-04-20,x,48114031,,
IN10,5033251,2023-04-04,2023-04-25,2023-04-13,x,70920548,,
US10,8079327,2023-04-04,2023-04-25,2023-04-19,x,30002348,,
IN10,6646569,2023-04-04,2023-04-25,2023-04-12,x,74997556,,
DE10,6147287,2023-04-04,2023-04-25,2023-04-12,x,50759436,,
DE10,6565185,2023-04-04,2023-04-25,2023-04-24,x,43088822,,
DE10,5663887,2023-04-04,2023-04-25,2023-04-24,x,35101221,,
US10,5701648,2023-04-04,2023-04-25,2023-04-25,x,53847241,,
CN10,4953297,2023-03-30,2023-04-20,2023-03-31,x,43088822,,
US10,8815362,2023-04-04,2023-04-25,2023-04-14,x,32519746,,
BR10,6728547,2023-04-04,2023-04-25,2023-05-02,x,48114031,,
US10,7446836,2023-04-04,2023-04-25,2023-04-18,x,43088822,,
BR10,7223406,2023-04-04,2023-04-25,2023-04-06,x,78411205,,
US10,9605369,2023-04-04,2023-04-25,2023-04-20,x,30003467,,
BR10,6373223,2023-03-15,2023-04-05,2023-04-13,x,30003467,,
BR10,9201030,2023-04-04,2023-04-25,2023-04-12,x,43088822,,
BR10,4958294,2023-04-04,2023-04-25,2023-04-14,x,30002348,,
BR10,7318726,2023-04-04,2023-04-25,2023-04-19,x,38334498,,
US10,8354534,2023-04-04,2023-04-25,2023-04-11,x,32952574,,
US10,5770842,2023-04-04,2023-04-25,2023-04-26,x,41420829,,
US10,5482886,2023-04-04,2023-04-25,2023-05-08,x,48114031,,
BR10,5358433,2023-04-04,2023-04-25,2023-05-03,x,35101221,,
US10,8324289,2023-04-11,2023-05-02,2023-04-27,x,30002348,,
US10,5632726,2023-04-11,2023-05-02,2023-04-26,x,32519746,,
DE10,6519703,2023-04-11,2023-05-02,2023-05-01,x,50759436,,
DE10,5763939,2023-04-11,2023-05-02,2023-04-26,x,30003467,,
